,id,output
1756,8,"[ 0.27864102 -0.11789095 -0.92403567 -0.42004427  0.18039916  0.9733611
  0.5088355   0.20329818  0.2113653  -0.3564849  -1.008958    0.17778978
  0.40677685  0.7990614   0.07648336  0.5659346  -0.69105005  0.17072123
  0.26191586  0.64960754]"
1757,2151,"[ 0.28373244 -0.1104625  -0.59666973 -0.33894897  0.02075483  0.53959864
  0.341023    0.10484792  0.18454917 -0.11397604 -0.61551523  0.20292383
  0.18253888  0.61427337  0.07919572  0.36008248 -0.5167306   0.20141059
  0.15228203  0.55496806]"
1758,1346,"[ 0.9590517   0.4705324  -1.8159894  -1.2655611   0.8726114   1.7127645
  0.1081159   0.54126585  0.44221    -0.6486118  -1.7164706  -0.5602233
  1.1837      1.0955771   0.83112353  0.27392027 -1.1460744   0.02971827
  1.1901647   1.1580776 ]"
1759,1860,"[ 0.07756548 -0.11779193 -0.2523116  -0.0672301  -0.05096925  0.16862781
  0.24876025  0.08233465  0.06637383 -0.05253288 -0.22615325  0.21357538
 -0.01473929  0.29591894  0.0045254   0.24303855 -0.2782242   0.15898581
 -0.05135692  0.27856338]"
1760,1355,"[ 0.54769427  0.22852406 -1.0443817  -0.6828898   0.5221973   0.81905884
  0.17835149  0.46041447  0.3175578  -0.29936075 -0.9177968  -0.16697833
  0.5832099   0.71713215  0.5192809   0.24455951 -0.8061549   0.14180806
  0.5787026   0.81900483]"
1761,1912,"[ 0.5602464   0.03701627 -1.1191449  -0.7422442   0.27948433  1.0189884
  0.35632718  0.24173516  0.2809584  -0.34947866 -1.1457407   0.0057656
  0.57507     0.8390001   0.28304696  0.44558516 -0.82191783  0.2131276
  0.4974497   0.8680278 ]"
1762,606,"[ 0.6444261   0.16745567 -1.2515545  -0.8435273   0.43627062  1.2345531
  0.25961214  0.2894105   0.33736148 -0.43434992 -1.2685635  -0.185559
  0.72889143  0.8775737   0.42645204  0.35531554 -0.8493825   0.08899771
  0.6908177   0.8865951 ]"
1763,597,"[ 0.84630585  0.34613416 -1.5799879  -1.0947921   0.7062788   1.4317535
  0.18520534  0.4665569   0.3911992  -0.51142937 -1.4798377  -0.38224337
  0.95342505  1.0079857   0.68348706  0.3115569  -1.0435252   0.12910126
  0.9744499   1.0969009 ]"
1764,408,"[ 0.41881418  0.03288379 -1.0824863  -0.5900065   0.37477905  1.0159247
  0.41623843  0.35872105  0.26543164 -0.3482637  -1.0765197   0.03018563
  0.5341859   0.8903078   0.26924962  0.49674046 -0.8027079   0.1878049
  0.44070414  0.8121022 ]"
1765,97,"[ 1.1727638   0.6445129  -1.9490143  -1.4801891   1.0416356   1.831823
 -0.10345418  0.58620584  0.5366876  -0.7351878  -1.8678986  -0.8376459
  1.396143    1.0438573   1.0385308   0.1271787  -1.187054   -0.07895001
  1.4556581   1.2161041 ]"
1766,1948,"[ 0.9542166   0.57106835 -1.6260363  -1.2120748   0.9448997   1.5275705
 -0.12064017  0.5597867   0.48051828 -0.63112503 -1.549292   -0.75495607
  1.1857117   0.8526475   0.9026618   0.05870694 -1.0177975  -0.14862351
  1.2287228   0.9856326 ]"
1767,2438,"[ 0.48803982  0.06067426 -1.0112715  -0.64739007  0.27151677  1.0316185
  0.25802985  0.20809364  0.27878055 -0.3848126  -1.0637941  -0.09373374
  0.54584926  0.71653473  0.28734198  0.35357544 -0.7077655   0.06607325
  0.5016948   0.6838274 ]"
1768,1576,"[ 0.67255783  0.274179   -1.2884872  -0.870046    0.5523664   1.2095796
  0.14228797  0.35210702  0.34394744 -0.45365673 -1.2237833  -0.30512244
  0.79402244  0.8241596   0.5154991   0.24304938 -0.873936    0.04662565
  0.80423415  0.8552275 ]"
1769,1318,"[ 0.85384434  0.43207714 -1.6277858  -1.108204    0.8059313   1.5102247
  0.06118936  0.48961243  0.40441656 -0.6219809  -1.5214169  -0.527873
  1.0785109   0.9402852   0.7408732   0.24243243 -1.031236    0.00979784
  1.0605617   0.98465973]"
1770,1510,"[ 0.690995    0.34260774 -1.262486   -0.89033103  0.6266432   1.2471844
  0.01137242  0.36866826  0.3727062  -0.49757153 -1.2307801  -0.46742627
  0.86089694  0.7403214   0.59490436  0.16668409 -0.7904515  -0.07913939
  0.86872613  0.7606477 ]"
1771,1180,"[ 0.28076202  0.10720973 -0.57583845 -0.35463083  0.21557947  0.51040214
  0.0612192   0.16918889  0.15715203 -0.19174714 -0.49982458 -0.12633593
  0.30897066  0.33460546  0.2744555   0.07784687 -0.39357215  0.03332162
  0.32776332  0.37073317]"
1772,1446,"[ 0.31402946 -0.01429289 -0.5726724  -0.3868397   0.09263466  0.47173554
  0.21119536  0.13320234  0.18996547 -0.18148443 -0.5841713   0.0722761
  0.23820618  0.45363063  0.15205912  0.23808955 -0.50547093  0.13113837
  0.20876701  0.5232524 ]"
1773,1514,"[ 0.7505042   0.22652562 -1.3630434  -0.9699879   0.4769724   1.2755815
  0.20479502  0.30074364  0.35713148 -0.4629105  -1.3503677  -0.2556307
  0.8214411   0.8879644   0.5052352   0.33387926 -0.92218745  0.14079303
  0.8191402   0.9380963 ]"
1774,1413,"[ 0.53975147  0.14073998 -1.0629526  -0.71688455  0.39456654  0.94594735
  0.21399249  0.29793772  0.28425795 -0.32773042 -1.0164477  -0.13885124
  0.60444325  0.7363116   0.39789876  0.27493933 -0.76698095  0.12469076
  0.58722067  0.7720799 ]"
1775,921,"[ 0.6568764   0.17022337 -1.2743909  -0.8571951   0.43231404  1.154765
  0.26696104  0.32024005  0.34324497 -0.39087546 -1.2144614  -0.13607769
  0.69803053  0.9105466   0.45814335  0.3641876  -0.90009534  0.17320836
  0.68644756  0.9586681 ]"
1776,1511,"[ 0.2969476  -0.09957367 -0.72265744 -0.38503054  0.11728715  0.59307647
  0.42293787  0.2135523   0.19691795 -0.19194786 -0.7227143   0.23101985
  0.23835362  0.7005095   0.1057642   0.4764703  -0.6491777   0.28056073
  0.15480946  0.66701776]"
1777,1832,"[ 0.2919617  -0.01771404 -0.67939335 -0.39939988  0.14022756  0.6092021
  0.30384272  0.16782191  0.18541566 -0.23778978 -0.6698131   0.07109512
  0.28917202  0.5621715   0.15461566  0.32641724 -0.57739806  0.1469731
  0.24490193  0.56248873]"
1778,730,"[ 0.20770893  0.04110857 -0.45720083 -0.25834087  0.18426129  0.33471507
  0.14987783  0.23800394  0.16233535 -0.12507528 -0.42520964 -0.0088355
  0.1948314   0.34924638  0.22507116  0.1701775  -0.39777368  0.08616952
  0.17467125  0.41719532]"
1779,1605,"[ 0.5754014   0.20160772 -1.0980016  -0.75299203  0.44514027  1.0362089
  0.15394688  0.3365797   0.30921093 -0.4182242  -1.0655907  -0.23070927
  0.6587166   0.72873896  0.43541104  0.24492842 -0.763514    0.06427419
  0.6444812   0.7384746 ]"
1780,140,"[ 0.749541    0.26587763 -1.3372786  -0.92771566  0.53744864  1.2191925
  0.15478599  0.3453893   0.3337413  -0.44902366 -1.2577212  -0.2831648
  0.8022185   0.8955334   0.54095584  0.27121416 -0.9058249   0.11662528
  0.81567276  0.9191929 ]"
1781,441,"[ 0.6815281   0.26980805 -1.3573186  -0.8978299   0.6110228   1.3017746
  0.16268015  0.40921703  0.36730972 -0.5418368  -1.3231741  -0.36417094
  0.86973226  0.85358804  0.56320965  0.3068331  -0.92204994  0.00452766
  0.84108025  0.8651327 ]"
1782,2012,"[ 1.0047076   0.53607935 -1.7436627  -1.2959923   0.9323278   1.6174847
 -0.04901455  0.531059    0.4793837  -0.68935245 -1.65876    -0.7267276
  1.2478304   0.9218473   0.9077071   0.15616961 -1.1087688  -0.06284416
  1.2675992   1.0875839 ]"
1783,494,"[ 0.98395437  0.5386009  -1.7470889  -1.254534    0.90824187  1.5495721
  0.00969891  0.58542377  0.44017088 -0.6161171  -1.6060802  -0.60330224
  1.184573    1.0072781   0.8990929   0.20025711 -1.137757    0.05359332
  1.2231805   1.1380645 ]"
1784,38,"[ 0.14685497 -0.20953189 -0.4921704  -0.23697    -0.04974614  0.44322005
  0.4189911   0.08012591  0.13356757 -0.19677413 -0.60335857  0.26542947
  0.12246835  0.48292506 -0.05976266  0.4635082  -0.48188838  0.18921427
 -0.01325871  0.46211162]"
1785,607,"[ 0.5781001   0.2521245  -1.2423353  -0.7794221   0.5999926   1.1787679
  0.1324175   0.4309177   0.3235211  -0.50233275 -1.164634   -0.31455684
  0.77865314  0.78403276  0.53239304  0.27135777 -0.8342715   0.02314719
  0.7516395   0.77433765]"
1786,2285,"[ 0.7919396   0.27690706 -1.4975966  -1.043666    0.62177485  1.3854427
  0.21873346  0.41213635  0.35905644 -0.53769237 -1.4525144  -0.32265016
  0.93306035  0.9685297   0.5834717   0.37065804 -1.013233    0.14208628
  0.90674406  1.0144494 ]"
1787,1104,"[ 0.8523929   0.3202218  -1.4240848  -1.0377587   0.55529577  1.3408518
  0.11198574  0.3370277   0.37940183 -0.48283023 -1.3888865  -0.3668555
  0.89148563  0.9226117   0.611502    0.24264313 -0.93744934  0.06937742
  0.92603123  0.973443  ]"
1788,1270,"[ 0.84690523  0.37018913 -1.4514078  -1.0539695   0.69954664  1.3252041
  0.04439434  0.44332495  0.42029497 -0.5413431  -1.417208   -0.464252
  0.9645057   0.8541983   0.69396037  0.20806175 -0.9723641   0.00612033
  0.9606556   0.9775544 ]"
1789,1005,"[ 0.74297935  0.35748947 -1.2714816  -0.8972364   0.64107215  1.1227278
  0.06169969  0.44747606  0.38786012 -0.4300598  -1.1960584  -0.40308854
  0.8350532   0.7966007   0.654649    0.17322555 -0.8668715   0.03393543
  0.8543956   0.86780715]"
1790,1919,"[ 0.31224793 -0.00107008 -0.7175436  -0.37282127  0.21147493  0.54102695
  0.33856452  0.2733241   0.17520213 -0.17888045 -0.65569705  0.12658222
  0.288028    0.6148152   0.21574657  0.3627009  -0.6101921   0.23252612
  0.2133497   0.6158939 ]"
1791,613,"[ 0.5313466   0.05078152 -1.1834929  -0.73392004  0.33586618  1.172936
  0.35747656  0.2594039   0.29655012 -0.396743   -1.2027601  -0.03095811
  0.6210261   0.9134113   0.26868472  0.45908812 -0.81485295  0.15486202
  0.5463511   0.8176182 ]"
1792,698,"[ 1.2724345   0.8217943  -2.021081   -1.5790166   1.1441005   1.872436
 -0.34678674  0.58488303  0.5693922  -0.7899743  -1.8493649  -1.0920562
  1.5274696   0.9177414   1.1954672  -0.09890582 -1.1645877  -0.20081827
  1.6644104   1.135051  ]"
1793,132,"[ 1.0837218   0.66552866 -1.9209119  -1.396208    1.0897      1.7740939
 -0.09396331  0.655886    0.5093442  -0.73206764 -1.7887948  -0.81372494
  1.37056     1.0286784   1.0209031   0.1227266  -1.1867256  -0.09869139
  1.4180471   1.1593952 ]"
1794,1802,"[ 7.3835951e-01  3.4244856e-01 -1.3712816e+00 -9.8320454e-01
  6.1885732e-01  1.3393828e+00  8.5673213e-02  3.6021096e-01
  3.7102580e-01 -5.2277613e-01 -1.3340155e+00 -4.3486819e-01
  9.0804279e-01  8.4745765e-01  5.8577740e-01  2.2504075e-01
 -8.8924360e-01 -9.0399710e-04  9.0950149e-01  8.3672196e-01]"
1795,1173,"[ 0.77235204  0.3450508  -1.5654235  -1.042017    0.7333498   1.5215137
  0.13964972  0.47688022  0.4000881  -0.6063766  -1.5119308  -0.4513264
  1.018959    0.9542589   0.65050024  0.29793677 -1.0079849  -0.01019217
  0.98538035  0.96704483]"
1796,1854,"[ 0.49433917  0.12431572 -1.1058627  -0.66976196  0.42623752  1.0828443
  0.3026969   0.34396493  0.29713005 -0.3997452  -1.1245878  -0.10279416
  0.6296699   0.79941815  0.34990382  0.3849743  -0.77025366  0.08676498
  0.5613953   0.7533427 ]"
1797,1807,"[ 1.0302138   0.55712575 -1.806926   -1.3070166   0.89592695  1.7009705
 -0.02943022  0.5168069   0.46184182 -0.6664604  -1.682323   -0.68139404
  1.2355405   1.024468    0.89349765  0.16408311 -1.1030576  -0.02008846
  1.2940853   1.0968089 ]"
1798,848,"[ 0.9611366   0.6308899  -1.6741582  -1.2354467   0.99743855  1.578112
 -0.21124119  0.56758165  0.47275737 -0.68454915 -1.5312291  -0.8499478
  1.2499092   0.8111739   0.970024   -0.03169316 -1.0015377  -0.18461671
  1.3397712   0.9269291 ]"
1799,328,"[ 0.67991364  0.16900638 -1.2800577  -0.88807344  0.40738654  1.3345453
  0.24195638  0.26905644  0.34748268 -0.4273177  -1.3455853  -0.22195472
  0.76208806  0.92963487  0.4168247   0.35049123 -0.82253504  0.06530488
  0.74115247  0.859427  ]"
1800,670,"[ 0.41338992 -0.03427177 -0.81060237 -0.5206249   0.11605512  0.7680266
  0.33093137  0.10693492  0.23374125 -0.26417923 -0.8800993   0.0735286
  0.37604898  0.6389664   0.142055    0.39603776 -0.6393734   0.15354127
  0.31134114  0.6539409 ]"
1801,120,"[ 0.27148193 -0.13668692 -0.7670635  -0.38567832  0.10043024  0.6922592
  0.47766933  0.16530538  0.17474048 -0.23904948 -0.81114197  0.23696278
  0.29095814  0.7181505   0.05318072  0.53033155 -0.6509052   0.26126754
  0.16599008  0.64726937]"
1802,849,"[ 0.7192767   0.23226319 -1.4248965  -0.9664458   0.5867947   1.3727206
  0.2425482   0.40339094  0.35834435 -0.50278455 -1.4210114  -0.29182398
  0.87305266  0.96025234  0.5180759   0.37311208 -0.9465793   0.07673976
  0.8302245   0.97492903]"
1803,2257,"[-0.20900567 -0.4029902   0.03414901  0.28181478 -0.36352703 -0.11418282
  0.55751914 -0.04673856 -0.04700101  0.13028525  0.01094101  0.6119546
 -0.36949006  0.30830032 -0.32364     0.4736531  -0.16053665  0.35039252
 -0.47915944  0.2206366 ]"
1804,895,"[ 0.41601676 -0.13266219 -1.0202124  -0.58185714  0.17565575  0.973375
  0.5364898   0.20380673  0.22413616 -0.3094993  -1.0788502   0.19947274
  0.4353922   0.8966136   0.08994761  0.6135146  -0.79204345  0.26719967
  0.30377725  0.81573737]"
1805,1905,"[ 0.590543    0.18834919 -1.254844   -0.7823471   0.534914    1.118851
  0.243948    0.40795195  0.30316588 -0.45038405 -1.1737499  -0.16680121
  0.72151166  0.84467983  0.46778512  0.35565898 -0.8971229   0.14336269
  0.65840805  0.84684044]"
1806,1465,"[ 0.67171586  0.31841648 -1.0476005  -0.83078736  0.4905022   0.95832497
 -0.05171069  0.29070413  0.3370235  -0.36207935 -0.9927564  -0.41532594
  0.7040687   0.5836795   0.56209856  0.0449212  -0.69207376 -0.02795645
  0.76683587  0.70467174]"
1807,1076,"[ 0.86385304  0.36475098 -1.5910355  -1.1283203   0.7525811   1.600988
  0.08830217  0.4305769   0.4421289  -0.64129514 -1.6225247  -0.52112144
  1.0918583   0.94090486  0.6921226   0.2808671  -1.02409    -0.05099834
  1.0759083   0.9881324 ]"
1808,1542,"[ 0.8158515   0.3713053  -1.6154475  -1.1182587   0.77467805  1.590648
  0.16840889  0.4867173   0.4126758  -0.64636105 -1.621393   -0.48418766
  1.0769824   0.97052145  0.6640312   0.36128244 -1.0527112  -0.00325145
  1.0407275   1.0093623 ]"
1809,824,"[ 1.2255282   0.71621096 -2.107308   -1.5735562   1.1219069   2.066991
 -0.13700269  0.5997585   0.57107913 -0.84286195 -2.0609548  -0.9739251
  1.5457472   1.0746272   1.0821224   0.09513944 -1.2253873  -0.1803359
  1.6011525   1.213443  ]"
1810,1489,"[ 0.56211364  0.26370287 -1.0547656  -0.6836326   0.542       0.8895656
  0.11604736  0.4293403   0.30930632 -0.34044695 -0.9276153  -0.22996649
  0.61280847  0.68331456  0.53068894  0.19487149 -0.7499101   0.08145627
  0.6323886   0.75428474]"
1811,453,"[ 0.6652475   0.14920542 -1.2270249  -0.8381732   0.4395401   1.1458769
  0.28651527  0.33035445  0.34154922 -0.3714385  -1.2226539  -0.11975824
  0.6743181   0.9217505   0.43256158  0.37379962 -0.86595017  0.15931347
  0.6408793   0.92823595]"
1812,1845,"[ 0.2421311  -0.06598279 -0.6329681  -0.3304998   0.07392456  0.57472575
  0.32110125  0.12815243  0.14580959 -0.20327117 -0.6313236   0.1572391
  0.23903137  0.55180246  0.07492208  0.35292095 -0.5176519   0.19280158
  0.18788564  0.49081808]"
1813,2335,"[ 0.825658    0.3231355  -1.5926298  -1.0919019   0.65249974  1.5468167
  0.17213964  0.38829654  0.38581443 -0.60919636 -1.5752254  -0.4274764
  1.0130551   0.9765436   0.6007078   0.33308157 -1.0214652   0.03425339
  0.99292517  0.9926738 ]"
1814,1705,"[ 0.31925628  0.02932993 -0.6690923  -0.37052962  0.21814062  0.53226936
  0.26166353  0.2399778   0.17327937 -0.1863229  -0.59754753  0.06979192
  0.28348556  0.5587616   0.23267148  0.2761905  -0.56287616  0.18171218
  0.258742    0.5557874 ]"
1815,239,"[ 0.55860084  0.16412103 -1.0860742  -0.7431521   0.41556096  1.139538
  0.1310818   0.23013407  0.33246493 -0.45733047 -1.1690583  -0.28605545
  0.7033902   0.6767277   0.3805463   0.24614823 -0.6920093  -0.06411017
  0.6479818   0.6692702 ]"
1816,799,"[ 0.71530426  0.26299155 -1.3455241  -0.9223629   0.5870011   1.2380977
  0.15107208  0.40983754  0.38015592 -0.467547   -1.301251   -0.3204049
  0.83173895  0.8680203   0.59118354  0.28133577 -0.9243286   0.0460166
  0.8125373   0.92956126]"
1817,81,"[ 1.0239332   0.56582487 -1.7318282  -1.2990584   0.9128894   1.632991
 -0.09194157  0.53258365  0.48176304 -0.6716964  -1.6561745  -0.7378551
  1.2345892   0.93373823  0.919887    0.120185   -1.1026392  -0.1015625
  1.2958857   1.0744168 ]"
1818,1234,"[ 0.63935375  0.17738923 -1.3306289  -0.8491022   0.50789785  1.2498144
  0.2866881   0.36572927  0.3229587  -0.44949433 -1.2810692  -0.17126021
  0.75582224  0.92803526  0.4363784   0.39721254 -0.91015625  0.14069688
  0.7158322   0.89995027]"
1819,1822,"[ 0.39744046 -0.05270468 -0.86400765 -0.51645154  0.18708892  0.77278966
  0.35741538  0.19914782  0.2536562  -0.2906517  -0.90898174  0.09921771
  0.40049854  0.69710934  0.20194262  0.44113752 -0.70411247  0.18741278
  0.31998137  0.7177846 ]"
1820,1665,"[ 0.69697803  0.4046511  -1.1104281  -0.81228423  0.62944466  0.954844
 -0.14229903  0.39619946  0.35816202 -0.41621843 -0.96694446 -0.49409357
  0.7962925   0.5654515   0.7081543  -0.02433961 -0.7167483  -0.07508361
  0.8489544   0.68458897]"
1821,937,"[-0.02699531 -0.36953288 -0.4231036  -0.01084703 -0.15960245  0.36442688
  0.6767584   0.0761541   0.04701107 -0.10536294 -0.49149203  0.5508617
 -0.05664407  0.6034792  -0.24485373  0.6515998  -0.452841    0.35706696
 -0.24488923  0.42871854]"
1822,1843,"[ 0.7422471   0.22339016 -1.5689504  -1.0221415   0.56928813  1.5932914
  0.30426732  0.35353667  0.34823784 -0.5773089  -1.5718359  -0.29978803
  0.9391263   1.0449711   0.47449067  0.44646418 -0.99537224  0.09631597
  0.90161234  0.9568312 ]"
1823,1883,"[-0.08661567 -0.12558694  0.10341244  0.17015076 -0.18352604 -0.17524688
  0.11630194 -0.06550346 -0.05252467  0.05548334  0.12029022  0.15830898
 -0.18405966 -0.05789674 -0.06821262  0.07338727 -0.0153857   0.08045037
 -0.21279235  0.01157844]"
1824,2017,"[ 0.9548571   0.47930813 -1.6969668  -1.2009274   0.83127564  1.5800223
  0.01920449  0.4816157   0.43814093 -0.66878945 -1.6182944  -0.58979356
  1.158693    0.95148295  0.8094479   0.2082379  -1.0675545  -0.01515856
  1.1615072   1.012877  ]"
1825,1162,"[ 0.96539956  0.5556464  -1.5263181  -1.1757306   0.83718294  1.3115994
 -0.12625213  0.50055444  0.43452454 -0.55042475 -1.3661852  -0.6728179
  1.0782125   0.77324754  0.89249223  0.02613786 -1.003265   -0.03453272
  1.1789085   0.973375  ]"
1826,1757,"[-0.03518203 -0.08927073  0.11525538  0.10598844 -0.16814211 -0.10467318
  0.0493998  -0.08533501  0.00264582  0.0179056   0.06104265  0.07109611
 -0.1340269  -0.05263029 -0.05693695  0.02535214 -0.00555032 -0.01366055
 -0.12371398 -0.01169568]"
1827,322,"[ 0.8558717   0.48234966 -1.6700237  -1.1466813   0.8694381   1.6333278
  0.04501813  0.544368    0.4267551  -0.70369655 -1.6394451  -0.6012824
  1.1532334   0.9560211   0.755923    0.25237292 -1.0564207  -0.0550869
  1.1215638   0.9614147 ]"
1828,130,"[ 0.28898767 -0.01636693 -0.6697427  -0.36279473  0.19586918  0.5420168
  0.27822962  0.24298555  0.17263488 -0.21872555 -0.64704823  0.0633123
  0.2994112   0.4961028   0.21405928  0.3142243  -0.54853886  0.15021217
  0.22615847  0.5497378 ]"
1829,386,"[ 0.31061485 -0.13572282 -0.6925487  -0.40696827  0.053206    0.58540523
  0.40221465  0.1424586   0.17797345 -0.19003779 -0.7266013   0.23092228
  0.23422585  0.6393679   0.06466163  0.45441934 -0.6102575   0.26563248
  0.13904624  0.62317824]"
1830,1901,"[ 0.7046558   0.19459616 -1.3613673  -0.91712385  0.47443825  1.2507885
  0.24673447  0.29689872  0.32425696 -0.44280687 -1.3027885  -0.19582069
  0.78313047  0.9149607   0.46683234  0.3426259  -0.9125641   0.14918776
  0.7664161   0.93527615]"
1831,378,"[ 0.6075948   0.13220152 -1.3283323  -0.8294814   0.479271    1.2834636
  0.31476384  0.32425264  0.31126943 -0.46334344 -1.298407   -0.1582452
  0.74855083  0.9173265   0.40064418  0.42499113 -0.8910128   0.14731176
  0.69227666  0.8728511 ]"
1832,528,"[ 0.6197689   0.1833644  -1.1612376  -0.7898966   0.44548163  0.9926944
  0.23448221  0.35519552  0.28223488 -0.33153227 -1.0389576  -0.12068499
  0.62461257  0.8345059   0.45660558  0.314793   -0.83052886  0.21421446
  0.63490003  0.8616197 ]"
1833,1044,"[ 0.9593665   0.53599477 -1.5916144  -1.220582    0.86063147  1.5013754
 -0.11953056  0.4776509   0.46892843 -0.6302951  -1.514394   -0.7279021
  1.1511852   0.8118284   0.8809679   0.06905162 -0.99518454 -0.11509503
  1.2171909   0.9778289 ]"
1834,1138,"[ 0.69081205  0.42183158 -1.2053803  -0.8601356   0.7016787   1.0908947
 -0.08657676  0.44799203  0.34882465 -0.4707428  -1.0850487  -0.5336508
  0.8580515   0.6454608   0.7016369   0.02826478 -0.7787072  -0.09127347
  0.8968312   0.7345606 ]"
1835,832,"[ 0.7028885   0.16745654 -1.3676751  -0.91249967  0.507432    1.3608522
  0.27628982  0.3320761   0.36498347 -0.5018821  -1.4134442  -0.23269385
  0.82226074  0.9517153   0.46073663  0.41074812 -0.9305975   0.07994432
  0.75706184  0.9296527 ]"
1836,2003,"[ 0.3708299   0.02774758 -0.84894896 -0.48430237  0.2822005   0.7430365
  0.33819845  0.28444597  0.22750945 -0.22415861 -0.8163728   0.07009754
  0.38175976  0.73161834  0.2253037   0.35973132 -0.6578614   0.18989748
  0.31400287  0.7036284 ]"
1837,304,"[ 0.44418266 -0.03443199 -1.0779977  -0.57256913  0.26138753  0.92369854
  0.53696024  0.30294955  0.21873905 -0.24190634 -0.9986239   0.232862
  0.41232786  0.97460985  0.23779397  0.55983305 -0.83632857  0.37558153
  0.34785494  0.90308017]"
1838,108,"[ 1.0629476   0.6657228  -1.7512244  -1.3188832   1.0357765   1.5732322
 -0.19651309  0.6115417   0.49736115 -0.68878406 -1.5998623  -0.8640451
  1.2879161   0.84577256  1.0418575   0.00236041 -1.0914235  -0.12752722
  1.3896255   1.0356634 ]"
1839,194,"[ 0.4107882  -0.07205269 -0.8848796  -0.5178444   0.19316842  0.66717213
  0.4695251   0.28473997  0.21911062 -0.16806243 -0.8280348   0.1972755
  0.34147093  0.7884361   0.2117458   0.50436425 -0.754896    0.34925368
  0.27799073  0.831142  ]"
1840,222,"[ 0.53768235  0.1686484  -1.083357   -0.744384    0.39323118  1.060989
  0.16660175  0.2502819   0.27504125 -0.4215409  -1.0623978  -0.23397787
  0.67330384  0.71912     0.37803787  0.23788969 -0.7347271   0.0496644
  0.64569956  0.680117  ]"
1841,1782,"[ 1.0024431   0.5260811  -1.7474084  -1.2966527   0.8469596   1.6666737
 -0.01889387  0.4811292   0.44437554 -0.64071023 -1.6572733  -0.65863246
  1.1969378   0.9907204   0.83311844  0.13258654 -1.055405   -0.03932172
  1.2490072   1.082633  ]"
1842,1157,"[ 0.58854645  0.3061778  -1.0609193  -0.75632614  0.5654463   0.86073154
  0.01792234  0.38308728  0.29352915 -0.3440226  -0.87854743 -0.31206188
  0.66768926  0.61342996  0.57286537  0.0962252  -0.72490877  0.07284988
  0.70856625  0.7128383 ]"
1843,2010,"[ 1.070834    0.58071786 -1.94623    -1.4000406   0.9781056   1.9392917
 -0.0378711   0.538327    0.52085274 -0.79475814 -1.9335186  -0.80815256
  1.3911589   1.0620518   0.9058011   0.20476627 -1.1520075  -0.14495845
  1.398723    1.1174506 ]"
1844,2108,"[ 0.57287353  0.13052876 -1.0314305  -0.70631844  0.38538262  0.88635814
  0.22159736  0.30655205  0.29066402 -0.31992194 -0.9704818  -0.11371361
  0.57098615  0.7496073   0.41460302  0.29482475 -0.7801181   0.14083454
  0.5516499   0.7895092 ]"
1845,1496,"[ 1.334709    0.8382922  -2.1989174  -1.6757997   1.2685771   2.050794
 -0.28528017  0.6829668   0.5825628  -0.8745651  -2.0262027  -1.1275046
  1.6512839   1.0333147   1.2820086  -0.03134057 -1.2815942  -0.17804964
  1.7735822   1.2456461 ]"
1846,15,"[ 0.51085955  0.05324599 -0.9861009  -0.64117634  0.31026503  0.88196176
  0.2933563   0.27994332  0.29811177 -0.31318268 -0.9915753  -0.00120684
  0.49906293  0.7645713   0.31235138  0.3828477  -0.75795394  0.15559381
  0.44594324  0.8142938 ]"
1847,1649,"[ 0.17591201 -0.14412539 -0.58376575 -0.25879294  0.04740138  0.46433434
  0.4259025   0.15747643  0.15190116 -0.14929797 -0.57751083  0.25720218
  0.15536737  0.5850749   0.01785763  0.45012882 -0.5453158   0.2595833
  0.06317028  0.5343302 ]"
1848,1600,"[ 0.236038   -0.05050734 -0.6406705  -0.3257073   0.12506436  0.6149945
  0.3224461   0.15442109  0.16625229 -0.24330425 -0.6522185   0.08800779
  0.2628226   0.5294784   0.11048484  0.33879107 -0.51112676  0.12774892
  0.19827083  0.47530293]"
1849,1376,"[ 0.8476473   0.47813395 -1.5480382  -1.0567385   0.86975765  1.4196116
 -0.0543248   0.5423116   0.43635044 -0.59481186 -1.4095383  -0.61734056
  1.0904627   0.84929353  0.8503316   0.11376774 -0.95693934 -0.07774432
  1.1092291   0.90662044]"
1850,2348,"[ 0.28465116  0.00444728 -0.7122655  -0.41609958  0.1796734   0.72112525
  0.21942258  0.15542707  0.18586278 -0.3015931  -0.7324802  -0.05514393
  0.3828079   0.50643486  0.17389975  0.26083055 -0.50257576  0.0403779
  0.3179787   0.44957623]"
1851,2482,"[ 0.93494433  0.37124783 -1.6627077  -1.1972371   0.6760017   1.5822141
  0.14503708  0.41345206  0.40176892 -0.5588528  -1.6086805  -0.45191225
  1.0420096   1.0425862   0.69502103  0.2915402  -1.0390826   0.09336614
  1.0700547   1.0693548 ]"
1852,1813,"[ 0.20555404  0.08233244 -0.56742823 -0.3083539   0.24956928  0.5711661
  0.09234705  0.19687992  0.13849546 -0.25825077 -0.54675364 -0.14770822
  0.34254462  0.3318534   0.2171036   0.14954086 -0.35404444 -0.01824521
  0.29920515  0.30553582]"
1853,1257,"[ 0.23229238 -0.15213214 -0.68188435 -0.3394184   0.03838835  0.65178865
  0.4627046   0.13357717  0.16989163 -0.16038398 -0.7129484   0.27421138
  0.20536284  0.706549    0.0266082   0.47467762 -0.5638776   0.2372462
  0.12837641  0.59033436]"
